order_item_id,order_id,product_id,quantity,unit_price,subtotal
3859,1286,61,1,137.94,137.94
3860,1286,82,2,50.53,101.06
3861,1287,26,4,422.35,1689.4
3862,1287,67,5,129.58,647.9
3863,1287,44,3,275.97,827.91
3864,1287,12,5,458.36,2291.8
3865,1288,25,5,219.41,1097.05
3866,1288,57,4,129.78,519.12
3867,1288,1,2,349.63,699.26
3868,1288,17,2,208.38,416.76
3869,1289,37,4,344.56,1378.24
3870,1289,23,2,374.08,748.16
3871,1289,95,5,182.11,910.55
3872,1289,50,5,53.82,269.1
3873,1289,95,4,182.11,728.44
3874,1290,12,1,458.36,458.36
3875,1290,43,4,471.99,1887.96
3876,1290,77,5,338.32,1691.6
3877,1291,92,2,86.91,173.82
3878,1291,45,1,60.95,60.95
3879,1292,29,3,201.64,604.92
3880,1292,62,3,24.46,73.38
3881,1292,20,5,468.19,2340.95
3882,1293,42,3,495.44,1486.32
3883,1294,45,5,60.95,304.75
3884,1295,75,5,54.82,274.1
3885,1295,47,5,195.47,977.35
3886,1296,21,1,285.68,285.68
3887,1296,19,4,153.82,615.28
3888,1296,44,2,275.97,551.94
3889,1297,23,1,374.08,374.08
3890,1297,4,4,387.21,1548.84
3891,1297,100,5,304.07,1520.35
3892,1297,27,3,199.62,598.86
3893,1297,86,3,306.93,920.79
3894,1298,70,5,171.06,855.3
3895,1299,51,2,68.81,137.62
3896,1299,97,3,459.39,1378.17
3897,1300,33,5,465.91,2329.55
3898,1301,73,2,445.17,890.34
3899,1301,52,4,282.24,1128.96
3900,1301,23,5,374.08,1870.4
3901,1301,77,1,338.32,338.32
3902,1301,87,1,499.61,499.61
3903,1302,37,2,344.56,689.12
3904,1302,34,2,348.91,697.82
3905,1302,98,3,497.8,1493.4
3906,1303,98,1,497.8,497.8
3907,1304,85,2,44.53,89.06
3908,1304,50,1,53.82,53.82
3909,1304,70,3,171.06,513.18
3910,1304,46,5,22.72,113.6
3911,1304,32,1,27.18,27.18
3912,1305,24,1,124.22,124.22
3913,1305,72,1,119.47,119.47
3914,1306,13,5,205.95,1029.75
3915,1306,33,4,465.91,1863.64
3916,1306,67,3,129.58,388.74
3917,1307,93,4,332.77,1331.08
3918,1307,64,3,131.45,394.35
3919,1307,34,5,348.91,1744.55
3920,1307,45,3,60.95,182.85
3921,1308,33,4,465.91,1863.64
3922,1308,68,5,421.3,2106.5
3923,1308,59,5,217.48,1087.4
3924,1308,84,4,231.72,926.88
3925,1309,9,3,475.18,1425.54
3926,1309,94,3,25.54,76.62
3927,1310,26,4,422.35,1689.4
3928,1310,54,1,459.5,459.5
3929,1311,34,5,348.91,1744.55
3930,1311,10,4,355.47,1421.88
3931,1312,33,4,465.91,1863.64
3932,1312,14,5,444.98,2224.9
3933,1312,32,2,27.18,54.36
3934,1313,48,1,90.18,90.18
3935,1313,32,2,27.18,54.36
3936,1313,20,5,468.19,2340.95
3937,1314,52,3,282.24,846.72
3938,1314,71,1,228.07,228.07
3939,1314,28,3,338.73,1016.19
3940,1314,92,4,86.91,347.64
3941,1314,82,5,50.53,252.65
3942,1315,6,5,123.18,615.9
3943,1315,64,2,131.45,262.9
3944,1316,42,5,495.44,2477.2
3945,1316,57,5,129.78,648.9
3946,1316,90,3,495.83,1487.49
3947,1316,87,1,499.61,499.61
3948,1316,80,2,15.77,31.54
3949,1317,52,4,282.24,1128.96
3950,1317,42,5,495.44,2477.2
3951,1318,61,2,137.94,275.88
3952,1318,83,5,248.56,1242.8
3953,1319,69,5,474.83,2374.15
3954,1319,100,1,304.07,304.07
3955,1319,31,1,5.09,5.09
3956,1320,14,2,444.98,889.96
3957,1320,100,5,304.07,1520.35
3958,1321,56,2,262.46,524.92
3959,1321,91,5,267.41,1337.05
3960,1321,41,5,129.84,649.2
3961,1321,49,1,48.28,48.28
3962,1322,72,1,119.47,119.47
3963,1322,82,2,50.53,101.06
3964,1322,32,2,27.18,54.36
3965,1322,44,1,275.97,275.97
3966,1323,64,3,131.45,394.35
3967,1323,13,4,205.95,823.8
3968,1323,67,5,129.58,647.9
3969,1324,30,4,79.6,318.4
3970,1324,36,5,256.3,1281.5
3971,1325,2,1,365.81,365.81
3972,1325,59,3,217.48,652.44
3973,1325,35,4,362.46,1449.84
3974,1325,17,2,208.38,416.76
3975,1325,34,3,348.91,1046.73
3976,1326,1,2,349.63,699.26
3977,1326,26,1,422.35,422.35
3978,1326,86,2,306.93,613.86
3979,1326,31,4,5.09,20.36
3980,1326,60,1,285.16,285.16
3981,1327,2,4,365.81,1463.24
3982,1328,11,5,40.17,200.85
3983,1329,57,1,129.78,129.78
3984,1330,51,2,68.81,137.62
3985,1330,48,1,90.18,90.18
3986,1330,55,3,148.84,446.52
3987,1330,99,2,300.02,600.04
3988,1331,64,1,131.45,131.45
3989,1331,40,5,295.42,1477.1
3990,1332,24,3,124.22,372.66
3991,1333,67,3,129.58,388.74
3992,1334,37,4,344.56,1378.24
3993,1334,36,5,256.3,1281.5
3994,1334,93,1,332.77,332.77
3995,1334,35,5,362.46,1812.3
3996,1334,92,4,86.91,347.64
3997,1335,27,1,199.62,199.62
3998,1335,71,3,228.07,684.21
3999,1336,68,4,421.3,1685.2
4000,1336,1,5,349.63,1748.15
4001,1336,82,4,50.53,202.12
4002,1336,27,1,199.62,199.62
4003,1336,12,3,458.36,1375.08
4004,1337,12,3,458.36,1375.08
4005,1337,54,4,459.5,1838
4006,1337,91,4,267.41,1069.64
4007,1338,32,1,27.18,27.18
4008,1338,59,5,217.48,1087.4
4009,1339,96,3,226.88,680.64
4010,1340,89,3,33.05,99.15
4011,1340,70,2,171.06,342.12
4012,1340,48,5,90.18,450.9
4013,1340,100,3,304.07,912.21
4014,1340,76,3,369.33,1107.99
4015,1341,44,3,275.97,827.91
4016,1341,51,4,68.81,275.24
4017,1341,28,2,338.73,677.46
4018,1341,46,1,22.72,22.72
4019,1342,40,2,295.42,590.84
4020,1342,8,5,119.39,596.95
4021,1343,71,4,228.07,912.28
4022,1343,87,4,499.61,1998.44
4023,1343,91,4,267.41,1069.64
4024,1343,20,2,468.19,936.38
4025,1344,68,1,421.3,421.3
4026,1344,69,1,474.83,474.83
4027,1344,55,1,148.84,148.84
4028,1344,41,2,129.84,259.68
4029,1345,64,3,131.45,394.35
4030,1345,56,3,262.46,787.38
4031,1345,20,4,468.19,1872.76
4032,1346,81,5,190.81,954.05
4033,1347,48,4,90.18,360.72
4034,1347,48,5,90.18,450.9
4035,1348,18,1,147.41,147.41
4036,1348,99,3,300.02,900.06
4037,1348,14,2,444.98,889.96
4038,1349,16,3,165.55,496.65
4039,1349,43,5,471.99,2359.95
4040,1349,77,5,338.32,1691.6
4041,1350,30,4,79.6,318.4
4042,1350,43,2,471.99,943.98
4043,1350,80,2,15.77,31.54
4044,1350,61,4,137.94,551.76
4045,1351,87,5,499.61,2498.05
4046,1352,84,4,231.72,926.88
4047,1352,21,2,285.68,571.36
4048,1352,18,4,147.41,589.64
4049,1352,60,1,285.16,285.16
4050,1353,90,1,495.83,495.83
4051,1353,22,2,132.73,265.46
4052,1353,95,1,182.11,182.11
4053,1353,47,2,195.47,390.94
4054,1353,41,5,129.84,649.2
4055,1354,9,2,475.18,950.36
4056,1354,38,5,308.76,1543.8
4057,1354,48,4,90.18,360.72
4058,1354,10,1,355.47,355.47
4059,1354,50,1,53.82,53.82
4060,1355,34,5,348.91,1744.55
4061,1355,49,4,48.28,193.12
4062,1355,55,4,148.84,595.36
4063,1355,82,4,50.53,202.12
4064,1355,9,3,475.18,1425.54
4065,1356,73,3,445.17,1335.51
4066,1356,99,4,300.02,1200.08
4067,1356,78,3,485.18,1455.54
4068,1356,74,1,113.45,113.45
4069,1357,91,4,267.41,1069.64
4070,1357,74,3,113.45,340.35
4071,1357,100,1,304.07,304.07
4072,1357,29,4,201.64,806.56
4073,1357,52,3,282.24,846.72
4074,1358,3,3,222.37,667.11
4075,1358,5,3,41.82,125.46
4076,1358,27,2,199.62,399.24
4077,1359,100,1,304.07,304.07
4078,1359,12,3,458.36,1375.08
4079,1359,24,2,124.22,248.44
4080,1359,3,5,222.37,1111.85
4081,1359,50,3,53.82,161.46
4082,1360,31,4,5.09,20.36
4083,1360,65,1,423.49,423.49
4084,1360,74,1,113.45,113.45
4085,1361,79,1,181.2,181.2
4086,1361,62,1,24.46,24.46
4087,1361,71,2,228.07,456.14
4088,1361,27,2,199.62,399.24
4089,1361,21,2,285.68,571.36
4090,1362,60,5,285.16,1425.8
4091,1363,39,5,73.96,369.8
4092,1363,50,3,53.82,161.46
4093,1363,49,5,48.28,241.4
4094,1363,92,4,86.91,347.64
4095,1364,34,4,348.91,1395.64
4096,1364,77,1,338.32,338.32
4097,1364,43,2,471.99,943.98
4098,1365,66,5,484.65,2423.25
4099,1365,99,4,300.02,1200.08
4100,1365,21,3,285.68,857.04
4101,1366,1,4,349.63,1398.52
4102,1366,97,2,459.39,918.78
4103,1366,59,5,217.48,1087.4
4104,1367,41,4,129.84,519.36
4105,1367,41,5,129.84,649.2
4106,1368,83,1,248.56,248.56
4107,1368,15,4,271.65,1086.6
4108,1368,88,3,457.23,1371.69
4109,1368,72,3,119.47,358.41
4110,1368,25,5,219.41,1097.05
4111,1369,77,2,338.32,676.64
4112,1369,30,3,79.6,238.8
4113,1369,38,3,308.76,926.28
4114,1370,36,5,256.3,1281.5
4115,1370,66,2,484.65,969.3
4116,1371,48,1,90.18,90.18
4117,1371,54,1,459.5,459.5
4118,1371,26,3,422.35,1267.05
4119,1371,87,1,499.61,499.61
4120,1371,29,4,201.64,806.56
4121,1372,10,3,355.47,1066.41
4122,1372,3,1,222.37,222.37
4123,1372,45,2,60.95,121.9
4124,1373,54,1,459.5,459.5
4125,1374,53,5,485,2425
4126,1374,36,5,256.3,1281.5
4127,1375,1,5,349.63,1748.15
4128,1375,78,2,485.18,970.36
4129,1376,35,3,362.46,1087.38
4130,1377,6,3,123.18,369.54
4131,1377,30,5,79.6,398
4132,1378,18,5,147.41,737.05
4133,1379,67,4,129.58,518.32
4134,1379,7,1,494.45,494.45
4135,1379,7,3,494.45,1483.35
4136,1380,81,1,190.81,190.81
4137,1380,39,3,73.96,221.88
4138,1380,76,3,369.33,1107.99
4139,1380,28,2,338.73,677.46
4140,1380,51,1,68.81,68.81
4141,1381,76,4,369.33,1477.32
4142,1381,39,4,73.96,295.84
4143,1381,34,2,348.91,697.82
4144,1382,47,1,195.47,195.47
4145,1382,55,1,148.84,148.84
4146,1383,8,4,119.39,477.56
4147,1383,63,4,228.34,913.36
4148,1383,15,1,271.65,271.65
4149,1384,2,2,365.81,731.62
4150,1384,99,3,300.02,900.06
4151,1384,81,2,190.81,381.62
4152,1384,39,2,73.96,147.92
4153,1384,20,4,468.19,1872.76
4154,1385,19,3,153.82,461.46
4155,1385,57,5,129.78,648.9
4156,1386,31,3,5.09,15.27
4157,1386,73,5,445.17,2225.85
4158,1386,26,5,422.35,2111.75
4159,1386,51,5,68.81,344.05
4160,1386,91,1,267.41,267.41
4161,1387,60,4,285.16,1140.64
4162,1387,44,4,275.97,1103.88
4163,1387,82,2,50.53,101.06
4164,1387,29,5,201.64,1008.2
4165,1388,52,3,282.24,846.72
4166,1388,40,2,295.42,590.84
4167,1389,81,5,190.81,954.05
4168,1390,19,1,153.82,153.82
4169,1390,41,3,129.84,389.52
4170,1391,25,4,219.41,877.64
4171,1391,83,3,248.56,745.68
4172,1392,43,2,471.99,943.98
4173,1392,88,2,457.23,914.46
4174,1392,31,3,5.09,15.27
4175,1393,82,2,50.53,101.06
4176,1393,6,4,123.18,492.72
4177,1393,79,4,181.2,724.8
4178,1393,38,4,308.76,1235.04
4179,1393,44,4,275.97,1103.88
4180,1394,4,2,387.21,774.42
4181,1394,98,2,497.8,995.6
4182,1394,93,5,332.77,1663.85
4183,1394,74,5,113.45,567.25
4184,1395,76,3,369.33,1107.99
4185,1395,18,4,147.41,589.64
4186,1396,87,4,499.61,1998.44
4187,1397,97,1,459.39,459.39
4188,1397,88,2,457.23,914.46
4189,1397,55,5,148.84,744.2
4190,1397,93,4,332.77,1331.08
4191,1397,75,1,54.82,54.82
4192,1398,30,2,79.6,159.2
4193,1398,85,3,44.53,133.59
4194,1399,24,3,124.22,372.66
4195,1399,18,5,147.41,737.05
4196,1399,62,3,24.46,73.38
4197,1399,69,2,474.83,949.66
4198,1400,90,1,495.83,495.83
4199,1400,54,1,459.5,459.5
4200,1400,60,1,285.16,285.16
4201,1400,34,3,348.91,1046.73
4202,1400,58,5,125.93,629.65
4203,1401,92,3,86.91,260.73
4204,1401,54,4,459.5,1838
4205,1402,27,3,199.62,598.86
4206,1402,42,2,495.44,990.88
4207,1403,68,1,421.3,421.3
4208,1403,70,2,171.06,342.12
4209,1404,64,5,131.45,657.25
4210,1404,81,3,190.81,572.43
4211,1405,28,1,338.73,338.73
4212,1405,46,3,22.72,68.16
4213,1406,22,4,132.73,530.92
4214,1406,27,3,199.62,598.86
4215,1406,32,5,27.18,135.9
4216,1407,34,5,348.91,1744.55
4217,1407,38,3,308.76,926.28
4218,1407,87,5,499.61,2498.05
4219,1407,30,4,79.6,318.4
4220,1407,41,3,129.84,389.52
4221,1408,70,2,171.06,342.12
4222,1408,35,1,362.46,362.46
4223,1408,48,2,90.18,180.36
4224,1408,18,2,147.41,294.82
4225,1409,64,1,131.45,131.45
4226,1409,63,5,228.34,1141.7
4227,1409,97,4,459.39,1837.56
4228,1410,83,2,248.56,497.12
4229,1411,46,5,22.72,113.6
4230,1411,58,2,125.93,251.86
4231,1412,67,5,129.58,647.9
4232,1412,22,4,132.73,530.92
4233,1413,84,1,231.72,231.72
4234,1413,44,2,275.97,551.94
4235,1413,2,2,365.81,731.62
4236,1413,84,3,231.72,695.16
4237,1414,59,1,217.48,217.48
4238,1414,85,3,44.53,133.59
4239,1415,26,3,422.35,1267.05
4240,1415,57,3,129.78,389.34
4241,1415,32,5,27.18,135.9
4242,1416,78,5,485.18,2425.9
4243,1416,78,3,485.18,1455.54
4244,1416,37,3,344.56,1033.68
4245,1417,88,2,457.23,914.46
4246,1417,54,1,459.5,459.5
4247,1417,46,2,22.72,45.44
4248,1417,21,1,285.68,285.68
4249,1418,85,3,44.53,133.59
4250,1419,35,3,362.46,1087.38
4251,1420,61,1,137.94,137.94
4252,1420,18,2,147.41,294.82
4253,1421,46,3,22.72,68.16
4254,1421,86,2,306.93,613.86
4255,1421,45,1,60.95,60.95
4256,1421,37,3,344.56,1033.68
4257,1422,36,2,256.3,512.6
4258,1422,40,1,295.42,295.42
4259,1423,27,2,199.62,399.24
4260,1423,66,4,484.65,1938.6
4261,1423,15,4,271.65,1086.6
4262,1424,47,5,195.47,977.35
4263,1424,45,5,60.95,304.75
4264,1424,98,5,497.8,2489
4265,1424,32,1,27.18,27.18
4266,1424,8,3,119.39,358.17
4267,1425,63,5,228.34,1141.7
4268,1425,40,2,295.42,590.84
4269,1425,14,1,444.98,444.98
4270,1425,72,5,119.47,597.35
4271,1426,32,4,27.18,108.72
4272,1426,85,1,44.53,44.53
4273,1426,56,5,262.46,1312.3
4274,1427,86,2,306.93,613.86
4275,1427,26,5,422.35,2111.75
4276,1427,64,5,131.45,657.25
4277,1427,89,1,33.05,33.05
4278,1428,90,3,495.83,1487.49
4279,1429,25,3,219.41,658.23
4280,1429,96,1,226.88,226.88
4281,1429,62,1,24.46,24.46
4282,1430,64,3,131.45,394.35
4283,1430,95,1,182.11,182.11
4284,1430,3,5,222.37,1111.85
4285,1431,61,3,137.94,413.82
4286,1431,28,4,338.73,1354.92
4287,1432,30,5,79.6,398
4288,1432,90,2,495.83,991.66
4289,1432,90,1,495.83,495.83
4290,1432,50,2,53.82,107.64
4291,1433,72,5,119.47,597.35
4292,1433,7,4,494.45,1977.8
4293,1433,97,5,459.39,2296.95
4294,1433,83,4,248.56,994.24
4295,1434,46,5,22.72,113.6
4296,1434,35,3,362.46,1087.38
4297,1434,16,2,165.55,331.1
4298,1435,17,4,208.38,833.52
4299,1436,76,5,369.33,1846.65
4300,1436,36,5,256.3,1281.5
4301,1436,39,4,73.96,295.84
4302,1437,3,1,222.37,222.37
4303,1437,74,3,113.45,340.35
4304,1437,91,1,267.41,267.41
4305,1438,86,5,306.93,1534.65
4306,1439,73,3,445.17,1335.51
4307,1440,56,1,262.46,262.46
4308,1440,99,3,300.02,900.06
4309,1440,85,2,44.53,89.06
4310,1440,7,5,494.45,2472.25
4311,1441,53,1,485,485
4312,1442,20,3,468.19,1404.57
4313,1442,29,1,201.64,201.64
4314,1442,6,4,123.18,492.72
4315,1443,10,5,355.47,1777.35
4316,1443,98,3,497.8,1493.4
4317,1443,32,4,27.18,108.72
4318,1443,43,4,471.99,1887.96
4319,1444,62,2,24.46,48.92
4320,1444,34,4,348.91,1395.64
4321,1444,90,3,495.83,1487.49
4322,1445,13,1,205.95,205.95
4323,1445,55,3,148.84,446.52
4324,1445,97,5,459.39,2296.95
4325,1445,34,3,348.91,1046.73
4326,1445,94,1,25.54,25.54
4327,1446,72,3,119.47,358.41
4328,1447,25,2,219.41,438.82
4329,1448,8,2,119.39,238.78
4330,1449,57,3,129.78,389.34
4331,1449,39,2,73.96,147.92
4332,1449,87,1,499.61,499.61
4333,1450,2,4,365.81,1463.24
4334,1450,16,2,165.55,331.1
4335,1451,7,2,494.45,988.9
4336,1451,39,4,73.96,295.84
4337,1451,18,3,147.41,442.23
4338,1452,88,3,457.23,1371.69
4339,1452,15,2,271.65,543.3
4340,1452,10,1,355.47,355.47
4341,1452,5,3,41.82,125.46
4342,1452,84,1,231.72,231.72
4343,1453,30,1,79.6,79.6
4344,1453,22,5,132.73,663.65
4345,1453,84,5,231.72,1158.6
4346,1453,100,1,304.07,304.07
4347,1454,38,3,308.76,926.28
4348,1454,77,1,338.32,338.32
4349,1454,36,5,256.3,1281.5
4350,1454,44,3,275.97,827.91
4351,1454,16,5,165.55,827.75
4352,1455,13,3,205.95,617.85
4353,1455,30,3,79.6,238.8
4354,1455,52,3,282.24,846.72
4355,1455,43,4,471.99,1887.96
4356,1456,8,2,119.39,238.78
4357,1456,26,5,422.35,2111.75
4358,1456,38,3,308.76,926.28
4359,1456,2,5,365.81,1829.05
4360,1456,59,1,217.48,217.48
4361,1457,9,5,475.18,2375.9
4362,1458,73,3,445.17,1335.51
4363,1458,90,4,495.83,1983.32
4364,1458,47,1,195.47,195.47
4365,1459,39,5,73.96,369.8
4366,1459,6,4,123.18,492.72
4367,1459,87,3,499.61,1498.83
4368,1460,39,4,73.96,295.84
4369,1460,28,4,338.73,1354.92
4370,1461,52,1,282.24,282.24
4371,1461,63,2,228.34,456.68
4372,1461,90,3,495.83,1487.49
4373,1461,40,1,295.42,295.42
4374,1461,99,2,300.02,600.04
4375,1462,34,2,348.91,697.82
4376,1462,90,5,495.83,2479.15
4377,1462,72,4,119.47,477.88
4378,1462,85,4,44.53,178.12
4379,1463,39,5,73.96,369.8
4380,1463,67,1,129.58,129.58
4381,1463,74,5,113.45,567.25
4382,1463,99,1,300.02,300.02
4383,1463,40,1,295.42,295.42
4384,1464,50,5,53.82,269.1
4385,1464,45,3,60.95,182.85
4386,1464,33,1,465.91,465.91
4387,1464,73,5,445.17,2225.85
4388,1465,53,5,485,2425
4389,1465,12,3,458.36,1375.08
4390,1465,13,4,205.95,823.8
4391,1465,17,3,208.38,625.14
4392,1466,78,2,485.18,970.36
4393,1466,32,4,27.18,108.72
4394,1466,95,2,182.11,364.22
4395,1466,15,4,271.65,1086.6
4396,1466,1,3,349.63,1048.89
4397,1467,64,2,131.45,262.9
4398,1467,41,1,129.84,129.84
4399,1467,63,1,228.34,228.34
4400,1468,30,1,79.6,79.6
4401,1468,86,4,306.93,1227.72
4402,1468,83,2,248.56,497.12
4403,1468,57,2,129.78,259.56
4404,1469,91,5,267.41,1337.05
4405,1469,47,2,195.47,390.94
4406,1469,29,5,201.64,1008.2
4407,1469,83,5,248.56,1242.8
4408,1470,40,1,295.42,295.42
4409,1470,99,4,300.02,1200.08
4410,1470,85,2,44.53,89.06
4411,1471,18,5,147.41,737.05
4412,1471,61,1,137.94,137.94
4413,1472,36,2,256.3,512.6
4414,1472,15,2,271.65,543.3
4415,1472,3,2,222.37,444.74
4416,1473,40,1,295.42,295.42
4417,1474,56,3,262.46,787.38
4418,1474,49,4,48.28,193.12
4419,1475,42,1,495.44,495.44
4420,1475,15,3,271.65,814.95
4421,1476,32,2,27.18,54.36
4422,1477,16,4,165.55,662.2
4423,1477,79,5,181.2,906
4424,1477,83,2,248.56,497.12
4425,1477,98,3,497.8,1493.4
4426,1478,85,1,44.53,44.53
4427,1478,93,1,332.77,332.77
4428,1478,20,3,468.19,1404.57
4429,1479,34,5,348.91,1744.55
4430,1479,77,3,338.32,1014.96
4431,1480,48,1,90.18,90.18
4432,1480,77,2,338.32,676.64
4433,1481,35,1,362.46,362.46
4434,1481,51,3,68.81,206.43
4435,1481,56,1,262.46,262.46
4436,1482,38,2,308.76,617.52
4437,1482,51,4,68.81,275.24
4438,1483,78,4,485.18,1940.72
4439,1483,17,2,208.38,416.76
4440,1483,3,4,222.37,889.48
4441,1483,91,3,267.41,802.23
4442,1484,61,3,137.94,413.82
4443,1485,33,3,465.91,1397.73
4444,1485,28,4,338.73,1354.92
4445,1485,59,5,217.48,1087.4
4446,1486,87,1,499.61,499.61
4447,1486,10,2,355.47,710.94
4448,1486,80,2,15.77,31.54
4449,1486,81,2,190.81,381.62
4450,1486,8,4,119.39,477.56
4451,1487,52,2,282.24,564.48
4452,1487,84,5,231.72,1158.6
4453,1487,56,3,262.46,787.38
4454,1487,29,1,201.64,201.64
4455,1487,1,3,349.63,1048.89
4456,1488,2,2,365.81,731.62
4457,1488,84,4,231.72,926.88
4458,1488,14,5,444.98,2224.9
4459,1488,10,1,355.47,355.47
4460,1488,96,5,226.88,1134.4
4461,1489,68,5,421.3,2106.5
4462,1489,72,4,119.47,477.88
4463,1489,4,2,387.21,774.42
4464,1489,41,1,129.84,129.84
4465,1489,37,2,344.56,689.12
4466,1490,66,4,484.65,1938.6
4467,1490,64,4,131.45,525.8
4468,1491,100,4,304.07,1216.28
4469,1491,99,4,300.02,1200.08
4470,1492,32,1,27.18,27.18
4471,1493,10,2,355.47,710.94
4472,1494,60,1,285.16,285.16
4473,1494,12,3,458.36,1375.08
4474,1494,67,2,129.58,259.16
4475,1494,91,1,267.41,267.41
4476,1494,97,2,459.39,918.78
4477,1495,39,3,73.96,221.88
4478,1496,66,5,484.65,2423.25
4479,1497,45,5,60.95,304.75
4480,1497,33,5,465.91,2329.55
4481,1497,26,2,422.35,844.7
4482,1498,99,5,300.02,1500.1
4483,1498,52,3,282.24,846.72
4484,1498,53,4,485,1940
4485,1498,30,3,79.6,238.8
4486,1499,24,2,124.22,248.44
4487,1500,66,5,484.65,2423.25
4488,1500,79,3,181.2,543.6
4489,1500,66,3,484.65,1453.95
4490,1500,48,2,90.18,180.36
4491,1500,46,4,22.72,90.88
4492,1501,37,1,344.56,344.56
4493,1501,63,4,228.34,913.36
4494,1501,99,1,300.02,300.02
4495,1501,76,3,369.33,1107.99
4496,1501,35,4,362.46,1449.84
4497,1502,61,2,137.94,275.88
4498,1502,58,2,125.93,251.86
4499,1503,16,5,165.55,827.75
4500,1504,6,3,123.18,369.54
4501,1505,48,1,90.18,90.18
4502,1506,68,3,421.3,1263.9
4503,1507,4,5,387.21,1936.05
4504,1507,20,4,468.19,1872.76
4505,1507,80,2,15.77,31.54
4506,1507,2,2,365.81,731.62
4507,1508,69,4,474.83,1899.32
4508,1508,2,1,365.81,365.81
4509,1508,99,2,300.02,600.04
4510,1509,13,2,205.95,411.9
4511,1509,82,4,50.53,202.12
4512,1509,99,1,300.02,300.02
4513,1509,73,3,445.17,1335.51
4514,1509,84,4,231.72,926.88
4515,1510,44,2,275.97,551.94
4516,1511,4,4,387.21,1548.84
4517,1512,72,4,119.47,477.88
4518,1512,81,2,190.81,381.62
4519,1512,19,3,153.82,461.46
4520,1512,47,5,195.47,977.35
4521,1513,98,1,497.8,497.8
4522,1514,22,3,132.73,398.19
4523,1514,95,5,182.11,910.55
4524,1514,3,4,222.37,889.48
4525,1514,9,4,475.18,1900.72
4526,1515,59,1,217.48,217.48
4527,1515,49,2,48.28,96.56
4528,1516,23,3,374.08,1122.24
4529,1516,73,5,445.17,2225.85
4530,1516,72,3,119.47,358.41
4531,1517,26,1,422.35,422.35
4532,1517,92,4,86.91,347.64
4533,1518,100,2,304.07,608.14
4534,1518,64,4,131.45,525.8
4535,1518,77,3,338.32,1014.96
4536,1519,85,1,44.53,44.53
4537,1519,13,2,205.95,411.9
4538,1520,32,5,27.18,135.9
4539,1521,69,2,474.83,949.66
4540,1521,6,4,123.18,492.72
4541,1522,89,5,33.05,165.25
4542,1522,43,1,471.99,471.99
4543,1522,77,1,338.32,338.32
4544,1523,26,1,422.35,422.35
4545,1523,16,2,165.55,331.1
4546,1523,89,2,33.05,66.1
4547,1523,3,5,222.37,1111.85
4548,1523,1,3,349.63,1048.89
4549,1524,22,3,132.73,398.19
4550,1525,48,2,90.18,180.36
4551,1526,29,3,201.64,604.92
4552,1526,45,5,60.95,304.75
4553,1526,77,5,338.32,1691.6
4554,1527,69,3,474.83,1424.49
4555,1527,24,1,124.22,124.22
4556,1528,39,1,73.96,73.96
4557,1528,31,4,5.09,20.36
4558,1528,93,2,332.77,665.54
4559,1528,94,5,25.54,127.7
4560,1529,48,2,90.18,180.36
4561,1529,35,1,362.46,362.46
4562,1529,62,2,24.46,48.92
4563,1529,89,5,33.05,165.25
4564,1530,50,5,53.82,269.1
4565,1530,85,4,44.53,178.12
4566,1530,2,2,365.81,731.62
4567,1531,83,2,248.56,497.12
4568,1531,48,4,90.18,360.72
4569,1531,21,2,285.68,571.36
4570,1532,65,5,423.49,2117.45
4571,1532,89,2,33.05,66.1
4572,1532,19,3,153.82,461.46
4573,1532,71,5,228.07,1140.35
4574,1533,12,5,458.36,2291.8
4575,1533,31,1,5.09,5.09
4576,1533,60,3,285.16,855.48
4577,1533,1,5,349.63,1748.15
4578,1534,82,2,50.53,101.06
4579,1534,3,4,222.37,889.48
4580,1534,15,5,271.65,1358.25
4581,1535,43,1,471.99,471.99
4582,1535,56,4,262.46,1049.84
4583,1535,4,1,387.21,387.21
4584,1536,65,5,423.49,2117.45
4585,1536,71,5,228.07,1140.35
4586,1536,76,1,369.33,369.33
4587,1536,67,2,129.58,259.16
4588,1536,61,1,137.94,137.94
4589,1537,5,5,41.82,209.1
4590,1537,74,3,113.45,340.35
4591,1537,53,5,485,2425
4592,1537,9,1,475.18,475.18
4593,1538,34,2,348.91,697.82
4594,1538,82,1,50.53,50.53
4595,1538,98,2,497.8,995.6
4596,1539,18,3,147.41,442.23
4597,1539,19,5,153.82,769.1
4598,1539,8,5,119.39,596.95
4599,1540,17,2,208.38,416.76
4600,1540,37,2,344.56,689.12
4601,1540,18,4,147.41,589.64
4602,1540,92,2,86.91,173.82
4603,1540,38,5,308.76,1543.8
4604,1541,45,5,60.95,304.75
4605,1541,53,1,485,485
4606,1541,41,5,129.84,649.2
4607,1542,66,1,484.65,484.65
4608,1542,53,5,485,2425
4609,1543,91,1,267.41,267.41
4610,1543,78,3,485.18,1455.54
4611,1543,49,3,48.28,144.84
4612,1543,72,2,119.47,238.94
4613,1544,68,3,421.3,1263.9
4614,1544,68,5,421.3,2106.5
4615,1544,7,2,494.45,988.9
4616,1545,27,2,199.62,399.24
4617,1545,10,4,355.47,1421.88
4618,1546,87,3,499.61,1498.83
4619,1546,27,2,199.62,399.24
4620,1546,70,2,171.06,342.12
4621,1546,73,1,445.17,445.17
4622,1547,52,2,282.24,564.48
4623,1547,96,1,226.88,226.88
4624,1547,51,4,68.81,275.24
